,Load [kWh/h],PV output [kWh/h,Prices [NOK/kWh]
3785,2.08,0.1,0.08
3786,3.14,0.08,0.09
3787,3.64,0.05,0.1
3788,2.55,0.02,0.11
3789,1.22,0.01,0.12
3790,1.53,0.0,0.12
3791,1.02,0.0,0.11
3792,1.31,0.0,0.09
3793,0.8,0.0,0.08
3794,0.8,0.0,0.07
3795,0.77,0.01,0.07
3796,1.07,0.02,0.08
3797,1.76,0.04,0.1
3798,1.77,0.09,0.17
3799,1.71,0.24,0.2
3800,0.83,0.36,0.21
3801,0.81,0.34,0.21
3802,0.79,0.51,0.21
3803,1.21,0.36,0.22
3804,1.0,0.77,0.21
3805,0.79,0.55,0.22
3806,0.94,0.41,0.25
3807,2.52,0.31,0.21
3808,0.97,0.22,0.19
3809,1.1,0.13,0.19
3810,3.02,0.09,0.19
3811,2.91,0.05,0.18
3812,1.48,0.03,0.16
3813,1.22,0.0,0.15
3814,1.84,0.0,0.15
3815,1.01,0.0,0.13
3816,0.85,0.0,0.12
3817,1.38,0.0,0.11
3818,0.79,0.0,0.11
3819,0.78,0.01,0.11
3820,0.78,0.03,0.11
3821,2.24,0.03,0.13
3822,1.99,0.07,0.18
3823,1.0,0.07,0.21
3824,1.59,0.05,0.26
3825,0.93,0.07,0.22
3826,1.0,0.05,0.26
3827,1.19,0.14,0.21
3828,1.0,0.05,0.22
3829,1.58,0.02,0.19
3830,1.35,0.02,0.18
3831,1.92,0.04,0.17
3832,4.45,0.04,0.16
3833,3.48,0.05,0.15
3834,2.96,0.04,0.15
3835,1.94,0.02,0.14
3836,2.77,0.01,0.14
3837,2.63,0.0,0.13
3838,1.6,0.0,0.12
3839,1.36,0.0,0.11
3840,1.9,0.0,0.13
3841,1.27,0.0,0.13
3842,1.22,0.0,0.12
3843,1.22,0.0,0.11
3844,1.22,0.01,0.11
3845,1.8,0.01,0.13
3846,1.51,0.02,0.14
3847,2.1,0.04,0.18
3848,2.55,0.08,0.2
3849,2.05,0.1,0.2
3850,2.32,0.09,0.2
3851,1.6,0.07,0.19
3852,1.45,0.21,0.18
3853,1.37,0.12,0.18
3854,1.44,0.19,0.17
3855,2.45,0.14,0.16
3856,1.39,0.13,0.14
3857,3.08,0.1,0.13
3858,3.29,0.15,0.13
3859,3.11,0.09,0.13
3860,2.23,0.02,0.13
3861,2.44,0.01,0.13
3862,1.81,0.0,0.13
3863,1.24,0.0,0.11
3864,1.5,0.0,0.08
3865,1.59,0.0,0.07
3866,1.26,0.0,0.06
3867,1.25,0.0,0.07
3868,1.29,0.0,0.08
3869,1.96,0.01,0.1
3870,1.93,0.02,0.14
3871,2.12,0.04,0.17
3872,1.4,0.08,0.19
3873,1.53,0.11,0.18
3874,2.9,0.12,0.18
3875,3.44,0.11,0.19
3876,1.64,0.09,0.18
3877,1.01,0.14,0.17
3878,1.25,0.09,0.16
3879,3.54,0.06,0.16
3880,1.9,0.04,0.16
3881,1.02,0.03,0.15
3882,1.78,0.01,0.15
3883,1.24,0.01,0.15
3884,1.24,0.0,0.15
3885,3.52,0.0,0.15
3886,3.08,0.0,0.13
3887,1.43,0.0,0.12
3888,0.89,0.0,0.12
3889,0.91,0.0,0.1
3890,1.39,0.0,0.09
3891,0.82,0.0,0.08
3892,0.81,0.01,0.09
3893,0.8,0.04,0.11
3894,1.47,0.06,0.13
3895,2.13,0.14,0.16
3896,1.5,0.08,0.17
3897,1.05,0.08,0.17
3898,0.99,0.07,0.17
3899,0.8,0.12,0.16
3900,1.44,0.15,0.15
3901,1.05,0.17,0.14
3902,2.68,0.12,0.14
3903,3.02,0.1,0.13
3904,1.05,0.09,0.12
3905,1.14,0.09,0.12
3906,1.86,0.02,0.12
3907,1.16,0.02,0.12
3908,1.17,0.0,0.12
3909,1.38,0.01,0.11
3910,1.59,0.0,0.11
3911,1.13,0.0,0.1
3912,1.31,0.0,0.07
3913,1.32,0.0,0.06
3914,0.82,0.0,0.05
3915,0.85,0.01,0.05
3916,0.83,0.04,0.04
3917,1.31,0.06,0.05
3918,0.97,0.1,0.07
3919,0.82,0.23,0.08
3920,0.86,0.28,0.1
3921,0.85,0.29,0.11
3922,2.53,0.41,0.11
3923,2.07,0.76,0.11
3924,1.02,0.82,0.11
3925,0.89,0.47,0.1
3926,0.87,0.36,0.1
3927,1.53,0.31,0.1
3928,1.22,0.36,0.1
3929,1.38,0.37,0.1
3930,2.11,0.23,0.1
3931,1.21,0.12,0.1
3932,1.91,0.04,0.1
3933,2.35,0.01,0.09
3934,1.21,0.0,0.09
3935,1.45,0.0,0.08
3936,2.54,0.0,0.07
3937,1.24,0.0,0.07
3938,0.85,0.0,0.06
3939,0.82,0.02,0.05
3940,0.85,0.03,0.04
3941,1.4,0.1,0.04
3942,0.84,0.17,0.05
3943,0.85,0.22,0.06
3944,0.88,0.22,0.07
3945,2.16,0.19,0.09
3946,4.09,0.39,0.1
3947,2.7,0.41,0.1
3948,3.68,0.66,0.09
3949,1.08,0.52,0.08
3950,1.24,0.68,0.07
3951,1.45,0.56,0.07
3952,1.06,0.37,0.07
3953,1.39,0.22,0.07
3954,1.45,0.16,0.08
3955,2.47,0.04,0.08
3956,1.93,0.01,0.08
3957,1.08,0.0,0.08
3958,1.51,0.0,0.08
3959,1.73,0.0,0.06
3960,0.79,0.0,0.05
3961,1.04,0.0,0.04
3962,1.15,0.0,0.04
3963,0.79,0.01,0.04
3964,0.79,0.01,0.04
3965,1.91,0.04,0.07
3966,2.52,0.07,0.11
3967,1.44,0.17,0.12
3968,0.85,0.08,0.14
3969,1.25,0.07,0.13
3970,1.61,0.11,0.13
3971,1.1,0.05,0.13
3972,1.95,0.03,0.13
3973,1.29,0.03,0.13
3974,1.18,0.05,0.13
3975,3.33,0.13,0.12
3976,2.26,0.22,0.12
3977,1.82,0.13,0.12
3978,1.5,0.07,0.12
3979,1.91,0.01,0.11
3980,1.66,0.01,0.11
3981,2.29,0.0,0.11
3982,2.94,0.0,0.11
3983,2.54,0.0,0.1
3984,2.45,0.0,0.1
3985,1.33,0.0,0.08
3986,0.79,0.0,0.07
3987,0.78,0.0,0.07
3988,0.8,0.01,0.07
3989,1.43,0.06,0.09
3990,1.35,0.2,0.12
3991,3.13,0.25,0.13
3992,3.64,0.12,0.13
3993,3.35,0.2,0.13
3994,1.23,0.23,0.13
3995,4.17,0.58,0.13
3996,3.66,0.29,0.13
3997,3.79,0.17,0.13
3998,4.37,0.14,0.13
3999,2.74,0.2,0.13
4000,2.7,0.17,0.13
4001,1.94,0.11,0.12
4002,1.02,0.04,0.12
4003,3.53,0.02,0.12
4004,3.65,0.02,0.12
4005,1.47,0.01,0.12
4006,1.51,0.0,0.12
4007,2.33,0.0,0.12
4008,1.37,0.0,0.1
4009,0.9,0.0,0.09
4010,0.86,0.01,0.08
4011,0.85,0.01,0.07
4012,1.4,0.03,0.07
4013,0.85,0.07,0.09
4014,2.04,0.25,0.12
4015,2.5,0.22,0.15
4016,1.71,0.45,0.19
4017,2.12,0.62,0.2
4018,1.01,0.58,0.2
4019,0.96,0.58,0.17
4020,0.93,0.37,0.14
4021,1.55,0.37,0.13
4022,1.08,0.25,0.13
4023,1.26,0.14,0.12
4024,1.55,0.14,0.12
4025,2.71,0.13,0.12
4026,1.65,0.07,0.11
4027,1.8,0.03,0.11
4028,2.05,0.01,0.11
4029,1.39,0.0,0.11
4030,2.28,0.0,0.1
4031,2.61,0.0,0.09
4032,2.44,0.0,0.08
4033,1.88,0.0,0.06
4034,0.78,0.0,0.05
4035,0.78,0.0,0.05
4036,0.76,0.01,0.05
4037,0.88,0.02,0.06
4038,1.47,0.04,0.1
4039,2.59,0.08,0.12
4040,1.26,0.11,0.15
4041,0.81,0.15,0.14
4042,0.81,0.17,0.13
4043,0.93,0.14,0.12
4044,1.81,0.14,0.11
4045,1.05,0.15,0.11
4046,1.07,0.27,0.11
4047,2.27,0.4,0.11
4048,2.23,0.21,0.1
4049,1.11,0.16,0.1
4050,0.81,0.09,0.1
4051,0.78,0.06,0.1
4052,0.97,0.02,0.1
4053,2.01,0.01,0.09
4054,1.96,0.0,0.09
4055,0.96,0.0,0.08
4056,0.78,0.0,0.07
4057,0.75,0.0,0.06
4058,1.38,0.0,0.06
4059,0.79,0.01,0.05
4060,0.77,0.04,0.05
4061,0.75,0.09,0.06
4062,1.66,0.25,0.09
4063,1.59,0.26,0.11
4064,0.91,0.49,0.11
4065,0.95,0.56,0.11
4066,1.56,0.73,0.12
4067,2.05,0.91,0.12
4068,1.14,0.9,0.11
4069,1.09,0.47,0.11
4070,1.74,0.61,0.11
4071,1.58,0.55,0.11
4072,2.0,0.42,0.11
4073,1.75,0.32,0.11
4074,1.13,0.21,0.11
4075,1.03,0.12,0.1
4076,1.05,0.05,0.1
4077,1.02,0.01,0.1
4078,1.57,0.0,0.11
4079,1.0,0.0,0.1
4080,0.97,0.0,0.08
4081,0.93,0.0,0.08
4082,0.89,0.0,0.07
4083,0.88,0.01,0.06
4084,1.44,0.02,0.05
4085,0.89,0.04,0.05
4086,0.88,0.06,0.07
4087,0.87,0.1,0.08
4088,0.87,0.14,0.09
4089,0.87,0.29,0.09
4090,1.61,0.44,0.1
4091,0.96,0.78,0.1
4092,1.19,0.76,0.09
4093,1.31,0.7,0.09
4094,0.81,0.66,0.08
4095,1.02,0.48,0.08
4096,1.05,0.37,0.08
4097,1.06,0.18,0.09
4098,1.17,0.19,0.09
4099,1.38,0.1,0.09
4100,1.1,0.05,0.09
4101,2.13,0.01,0.09
4102,1.21,0.0,0.09
4103,1.02,0.0,0.09
4104,1.92,0.0,0.09
4105,1.97,0.0,0.08
4106,1.01,0.0,0.08
4107,0.96,0.01,0.08
4108,0.98,0.05,0.07
4109,0.98,0.07,0.08
4110,1.0,0.11,0.08
4111,1.51,0.35,0.09
4112,0.97,0.5,0.09
4113,0.95,0.59,0.1
4114,0.96,0.58,0.1
4115,0.99,0.67,0.11
4116,0.97,0.75,0.11
4117,1.16,0.73,0.11
4118,1.63,0.58,0.11
4119,0.96,0.53,0.11
4120,0.97,0.43,0.11
4121,0.93,0.31,0.11
4122,2.63,0.2,0.11
4123,0.85,0.11,0.11
4124,2.23,0.05,0.11
4125,3.68,0.01,0.12
4126,2.75,0.0,0.11
4127,1.71,0.0,0.1
4128,0.81,0.0,0.1
4129,0.76,0.0,0.1
4130,0.86,0.0,0.09
4131,1.25,0.01,0.09
4132,0.76,0.02,0.09
4133,1.53,0.09,0.1
4134,1.98,0.23,0.13
4135,2.16,0.37,0.14
4136,1.75,0.48,0.16
4137,0.97,0.59,0.17
4138,1.88,0.67,0.27
4139,0.88,0.72,0.26
4140,1.22,0.73,0.21
4141,1.36,0.5,0.2
4142,0.59,0.54,0.2
4143,0.85,0.19,0.2
4144,2.04,0.34,0.2
4145,2.08,0.38,0.18
4146,1.88,0.31,0.18
4147,2.03,0.07,0.17
4148,0.92,0.05,0.16
4149,2.29,0.02,0.16
4150,1.0,0.0,0.15
4151,0.94,0.0,0.14
4152,1.65,0.0,0.11
4153,0.81,0.0,0.11
4154,0.78,0.0,0.11
4155,1.48,0.0,0.1
4156,0.76,0.01,0.1
4157,0.78,0.01,0.11
4158,0.77,0.03,0.19
4159,1.61,0.02,0.3
4160,0.8,0.06,0.37
4161,1.46,0.05,0.35
4162,0.9,0.1,0.35
4163,1.63,0.1,0.36
4164,0.91,0.13,0.29
4165,1.04,0.07,0.27
4166,2.21,0.1,0.27
4167,0.98,0.13,0.26
4168,3.62,0.06,0.23
4169,1.5,0.05,0.2
4170,2.16,0.06,0.2
4171,2.85,0.05,0.19
4172,1.11,0.01,0.15
4173,2.5,0.0,0.12
4174,1.77,0.0,0.11
4175,0.93,0.0,0.11
4176,1.52,0.0,0.09
4177,0.84,0.0,0.07
4178,0.82,0.0,0.06
4179,0.88,0.01,0.05
4180,1.44,0.01,0.05
4181,0.8,0.07,0.06
4182,0.88,0.13,0.1
4183,0.85,0.22,0.12
4184,1.76,0.51,0.15
4185,1.54,0.35,0.15
4186,1.01,0.7,0.15
4187,1.53,0.65,0.15
4188,1.19,0.44,0.15
4189,2.27,0.32,0.15
4190,3.51,0.31,0.13
4191,4.39,0.21,0.12
4192,2.7,0.12,0.11
4193,1.24,0.08,0.11
4194,2.14,0.05,0.11
4195,1.11,0.11,0.11
4196,1.15,0.05,0.11
4197,1.91,0.01,0.11
4198,2.79,0.0,0.1
4199,1.96,0.0,0.1
4200,0.83,0.0,0.07
4201,0.71,0.0,0.06
4202,0.83,0.0,0.05
4203,1.46,0.01,0.05
4204,0.77,0.02,0.05
4205,1.66,0.05,0.06
4206,1.48,0.16,0.1
4207,0.82,0.16,0.14
4208,0.82,0.08,0.15
4209,2.16,0.05,0.15
4210,1.29,0.04,0.16
4211,1.16,0.07,0.16
4212,3.46,0.08,0.16
4213,1.14,0.11,0.16
4214,2.15,0.06,0.15
4215,3.81,0.07,0.15
4216,4.17,0.04,0.14
4217,2.22,0.03,0.14
4218,1.5,0.01,0.14
4219,1.05,0.0,0.14
4220,1.33,0.0,0.12
4221,3.08,0.0,0.12
4222,1.77,0.0,0.11
4223,0.92,0.0,0.1
4224,0.81,0.0,0.11
4225,0.86,0.0,0.11
4226,1.24,0.0,0.11
4227,0.8,0.0,0.11
4228,0.78,0.0,0.11
4229,0.79,0.01,0.11
4230,1.08,0.02,0.15
4231,1.06,0.05,0.17
4232,1.71,0.14,0.19
4233,1.37,0.12,0.19
4234,2.07,0.16,0.2
4235,2.6,0.11,0.2
4236,2.02,0.15,0.2
4237,0.97,0.23,0.19
4238,1.81,0.18,0.17
4239,0.9,0.2,0.16
4240,1.58,0.12,0.17
4241,3.0,0.1,0.15
4242,2.24,0.06,0.15
4243,2.74,0.04,0.15
4244,1.33,0.02,0.15
4245,2.25,0.0,0.15
4246,1.71,0.0,0.14
4247,1.51,0.0,0.11
4248,1.63,0.0,0.14
4249,0.77,0.0,0.13
4250,0.79,0.0,0.12
4251,0.79,0.0,0.12
4252,0.99,0.01,0.12
4253,1.24,0.08,0.12
4254,0.8,0.07,0.11
4255,1.01,0.12,0.12
4256,1.42,0.17,0.12
4257,0.92,0.26,0.13
4258,1.39,0.29,0.14
4259,1.6,0.37,0.14
4260,0.9,0.55,0.14
4261,0.89,0.79,0.14
4262,0.87,0.67,0.13
4263,1.81,0.57,0.13
4264,0.87,0.45,0.13
4265,1.1,0.33,0.14
4266,0.91,0.22,0.15
4267,2.35,0.12,0.15
4268,0.96,0.05,0.14
4269,0.93,0.01,0.14
4270,1.56,0.0,0.14
4271,0.89,0.0,0.13
4272,0.81,0.0,0.12
4273,1.38,0.0,0.12
4274,0.78,0.0,0.11
4275,0.74,0.01,0.11
4276,0.79,0.02,0.11
4277,0.76,0.1,0.11
4278,1.37,0.24,0.11
4279,0.76,0.38,0.12
4280,0.77,0.5,0.13
4281,0.77,0.62,0.14
4282,0.95,0.7,0.13
4283,2.06,0.75,0.14
4284,0.83,0.75,0.13
4285,0.87,0.72,0.13
4286,1.61,0.65,0.12
4287,1.27,0.55,0.13
4288,0.83,0.44,0.14
4289,1.39,0.32,0.15
4290,0.98,0.21,0.16
4291,2.95,0.11,0.17
4292,1.57,0.05,0.17
4293,1.74,0.01,0.16
4294,2.84,0.0,0.16
4295,1.21,0.0,0.14
4296,1.15,0.0,0.12
4297,1.13,0.0,0.11
4298,0.74,0.0,0.1
4299,0.83,0.01,0.1
4300,1.36,0.02,0.1
4301,0.73,0.02,0.12
4302,0.8,0.02,0.15
4303,0.81,0.05,0.17
4304,2.47,0.09,0.18
4305,3.11,0.07,0.21
4306,1.28,0.08,0.22
4307,2.35,0.08,0.22
4308,1.31,0.17,0.21
4309,1.6,0.17,0.2
4310,1.52,0.13,0.2
4311,1.26,0.11,0.19
4312,2.44,0.13,0.18
4313,2.51,0.2,0.18
4314,1.88,0.12,0.18
4315,1.05,0.02,0.17
4316,1.85,0.01,0.16
4317,1.2,0.0,0.15
4318,1.8,0.0,0.15
4319,0.96,0.0,0.12
4320,0.79,0.0,0.12
4321,0.76,0.0,0.11
4322,0.77,0.0,0.1
4323,1.38,0.0,0.1
4324,0.73,0.0,0.1
4325,0.72,0.01,0.12
4326,0.93,0.02,0.14
4327,3.0,0.03,0.16
4328,2.35,0.05,0.16
4329,1.2,0.1,0.17
4330,1.02,0.18,0.17
4331,2.68,0.11,0.17
4332,1.21,0.12,0.16
4333,2.45,0.41,0.18
4334,1.88,0.3,0.17
4335,1.85,0.18,0.17
4336,1.02,0.08,0.15
4337,2.47,0.08,0.16
4338,1.88,0.06,0.16
4339,1.17,0.03,0.16
4340,1.9,0.02,0.16
4341,1.29,0.01,0.15
4342,1.11,0.0,0.14
4343,1.26,0.0,0.13
4344,1.18,0.0,0.12
4345,0.87,0.0,0.11
4346,0.76,0.01,0.11
4347,0.83,0.01,0.1
4348,1.33,0.02,0.11
4349,0.87,0.07,0.12
4350,1.88,0.09,0.15
4351,0.97,0.15,0.16
4352,1.78,0.15,0.17
4353,2.36,0.15,0.18
4354,1.42,0.09,0.18
4355,2.06,0.07,0.18
4356,1.74,0.09,0.18
4357,1.77,0.06,0.18
4358,1.52,0.03,0.17
4359,1.41,0.05,0.16
4360,2.1,0.08,0.16
4361,1.99,0.08,0.16
4362,2.73,0.08,0.16
4363,2.74,0.04,0.15
4364,1.36,0.02,0.13
4365,0.8,0.01,0.12
4366,1.02,0.0,0.12
4367,1.43,0.0,0.11
4368,1.23,0.0,0.09
4369,0.78,0.0,0.08
4370,0.77,0.0,0.07
4371,0.8,0.01,0.06
4372,0.91,0.02,0.06
4373,1.12,0.09,0.08
4374,0.75,0.17,0.11
4375,0.71,0.34,0.12
4376,0.7,0.41,0.12
4377,0.71,0.54,0.12
4378,0.91,0.57,0.12
4379,1.69,0.6,0.12
4380,0.75,0.56,0.12
4381,0.75,0.41,0.11
4382,0.98,0.21,0.11
4383,1.58,0.36,0.11
4384,2.27,0.26,0.1
4385,2.63,0.16,0.11
4386,0.69,0.07,0.11
4387,1.27,0.03,0.11
4388,1.08,0.02,0.11
4389,1.65,0.01,0.1
4390,1.73,0.0,0.09
4391,2.62,0.0,0.08
4392,1.27,0.0,0.04
4393,0.52,0.0,0.04
4394,0.52,0.0,0.04
4395,0.96,0.01,0.04
4396,0.74,0.03,0.04
4397,0.58,0.09,0.04
4398,0.47,0.18,0.09
4399,0.49,0.29,0.11
4400,0.75,0.18,0.12
4401,0.91,0.06,0.12
4402,1.01,0.07,0.13
4403,1.42,0.25,0.13
4404,1.23,0.19,0.12
4405,1.62,0.05,0.12
4406,0.39,0.03,0.12
4407,0.33,0.04,0.11
4408,0.35,0.02,0.11
4409,0.39,0.02,0.11
4410,0.86,0.01,0.11
4411,0.38,0.0,0.11
4412,0.91,0.0,0.1
4413,0.67,0.0,0.1
4414,0.7,0.0,0.1
4415,1.23,0.0,0.09
4416,0.68,0.0,0.08
4417,0.52,0.0,0.08
4418,0.53,0.0,0.08
4419,0.53,0.0,0.07
4420,1.12,0.01,0.07
4421,0.54,0.02,0.07
4422,0.52,0.04,0.07
4423,0.54,0.13,0.08
4424,0.57,0.12,0.08
4425,0.55,0.14,0.09
4426,0.58,0.5,0.1
4427,1.31,0.51,0.1
4428,0.69,0.29,0.1
4429,1.06,0.31,0.09
4430,1.15,0.23,0.08
4431,1.15,0.18,0.08
4432,0.96,0.13,0.08
4433,1.13,0.11,0.09
4434,0.53,0.1,0.09
4435,0.57,0.13,0.09
4436,0.83,0.05,0.09
4437,1.05,0.01,0.09
4438,1.59,0.0,0.09
4439,1.63,0.0,0.08
4440,1.02,0.0,0.09
4441,0.76,0.0,0.09
4442,0.75,0.0,0.08
4443,0.73,0.01,0.08
4444,0.74,0.01,0.08
4445,0.77,0.1,0.08
4446,1.37,0.24,0.08
4447,0.76,0.34,0.09
4448,0.76,0.43,0.08
4449,0.78,0.58,0.1
4450,0.99,0.68,0.11
4451,1.49,0.72,0.11
4452,1.72,0.73,0.11
4453,2.54,0.71,0.11
4454,1.08,0.63,0.11
4455,1.13,0.54,0.1
4456,4.41,0.41,0.11
4457,3.09,0.26,0.11
4458,1.94,0.16,0.11
4459,1.98,0.11,0.11
4460,1.91,0.04,0.11
4461,0.99,0.01,0.11
4462,2.19,0.0,0.1
4463,1.36,0.0,0.1
4464,0.79,0.0,0.1
4465,1.54,0.0,0.08
4466,0.74,0.0,0.08
4467,0.73,0.01,0.06
4468,0.73,0.02,0.05
4469,1.32,0.1,0.07
4470,0.75,0.16,0.09
4471,0.7,0.32,0.1
4472,0.77,0.24,0.11
4473,1.78,0.34,0.11
4474,0.87,0.29,0.11
4475,0.85,0.17,0.11
4476,1.66,0.17,0.11
4477,0.82,0.25,0.1
4478,0.79,0.09,0.1
4479,1.18,0.03,0.09
4480,2.28,0.07,0.09
4481,2.41,0.05,0.09
4482,2.4,0.02,0.09
4483,2.42,0.0,0.09
4484,2.88,0.0,0.09
4485,1.41,0.0,0.09
4486,1.06,0.0,0.09
4487,1.66,0.0,0.08
4488,0.77,0.0,0.05
4489,0.73,0.0,0.05
4490,0.76,0.0,0.05
4491,1.4,0.0,0.04
4492,0.71,0.0,0.04
4493,0.77,0.01,0.07
4494,0.73,0.03,0.09
4495,2.27,0.05,0.1
4496,1.53,0.04,0.1
4497,0.86,0.16,0.1
4498,1.65,0.11,0.1
4499,1.45,0.13,0.11
4500,0.88,0.12,0.1
4501,3.27,0.08,0.1
4502,1.02,0.1,0.1
4503,0.91,0.07,0.11
4504,1.45,0.08,0.11
4505,1.63,0.08,0.11
4506,2.23,0.04,0.11
4507,2.18,0.04,0.11
4508,2.91,0.02,0.11
4509,2.83,0.01,0.11
4510,2.56,0.0,0.1
4511,1.2,0.0,0.1
4512,0.73,0.0,0.07
4513,0.82,0.0,0.06
4514,1.34,0.0,0.06
4515,0.84,0.01,0.05
4516,0.73,0.02,0.04
4517,0.79,0.05,0.05
4518,1.41,0.12,0.08
4519,0.78,0.11,0.08
4520,0.8,0.26,0.09
4521,0.73,0.14,0.1
4522,1.47,0.17,0.1
4523,1.36,0.47,0.09
4524,0.88,0.29,0.09
4525,2.22,0.31,0.09
4526,2.17,0.17,0.08
4527,2.68,0.15,0.08
4528,1.4,0.08,0.07
4529,1.64,0.05,0.07
4530,1.06,0.03,0.08
4531,1.0,0.02,0.07
4532,1.63,0.01,0.07
4533,0.94,0.0,0.06
4534,1.04,0.0,0.06
4535,2.12,0.0,0.05
4536,1.15,0.0,0.04
4537,0.76,0.0,0.04
4538,0.78,0.0,0.03
4539,0.79,0.0,0.03
4540,1.36,0.01,0.03
4541,0.71,0.04,0.03
4542,1.68,0.06,0.04
4543,2.09,0.07,0.06
4544,1.3,0.05,0.06
4545,1.66,0.07,0.07
4546,1.01,0.12,0.07
4547,0.72,0.07,0.07
4548,1.55,0.12,0.07
4549,1.38,0.08,0.06
4550,1.44,0.06,0.06
4551,1.86,0.07,0.06
4552,0.91,0.07,0.06
4553,0.84,0.03,0.06
4554,1.13,0.03,0.06
4555,2.06,0.01,0.05
4556,1.52,0.01,0.06
4557,1.53,0.0,0.06
4558,1.61,0.0,0.06
4559,1.41,0.0,0.04
4560,1.56,0.0,0.03
4561,0.63,0.0,0.03
4562,0.59,0.0,0.03
4563,0.61,0.0,0.03
4564,1.19,0.0,0.03
4565,0.58,0.01,0.03
4566,0.57,0.01,0.04
4567,0.75,0.01,0.05
4568,1.33,0.03,0.05
4569,0.76,0.04,0.06
4570,1.58,0.06,0.06
4571,0.76,0.04,0.06
4572,1.15,0.06,0.06
4573,1.73,0.06,0.05
4574,1.29,0.03,0.05
4575,2.5,0.02,0.05
4576,1.42,0.03,0.05
4577,2.83,0.02,0.05
4578,2.83,0.01,0.05
4579,2.56,0.01,0.06
4580,1.6,0.0,0.06
4581,1.31,0.0,0.06
4582,1.03,0.0,0.07
4583,1.88,0.0,0.07
4584,0.97,0.0,0.06
4585,0.88,0.0,0.06
4586,0.85,0.0,0.06
4587,1.46,0.0,0.06
4588,0.89,0.01,0.05
4589,0.87,0.04,0.06
4590,0.88,0.08,0.06
4591,1.34,0.18,0.07
4592,1.61,0.22,0.07
4593,1.46,0.2,0.08
4594,2.14,0.18,0.09
4595,0.97,0.21,0.1
4596,1.52,0.4,0.09
4597,0.47,0.59,0.09
4598,0.97,0.62,0.08
4599,0.41,0.52,0.08
4600,0.43,0.41,0.08
4601,0.45,0.29,0.08
4602,0.66,0.18,0.08
4603,0.85,0.09,0.08
4604,0.48,0.04,0.08
4605,0.44,0.01,0.08
4606,0.51,0.0,0.08
4607,0.58,0.0,0.08
4608,0.99,0.0,0.07
4609,0.41,0.0,0.07
4610,0.35,0.0,0.06
4611,0.37,0.01,0.05
4612,0.4,0.02,0.05
4613,0.34,0.08,0.05
4614,0.9,0.18,0.05
4615,0.47,0.31,0.06
4616,0.34,0.4,0.07
4617,0.37,0.53,0.08
4618,0.57,0.62,0.09
4619,1.34,0.68,0.1
4620,1.7,0.68,0.09
4621,0.35,0.64,0.08
4622,0.42,0.58,0.08
4623,0.37,0.49,0.08
4624,1.0,0.38,0.08
4625,0.39,0.27,0.09
4626,0.46,0.16,0.09
4627,0.44,0.08,0.09
4628,0.63,0.03,0.09
4629,1.26,0.01,0.09
4630,1.14,0.0,0.08
4631,1.41,0.0,0.08
4632,0.78,0.0,0.07
4633,0.73,0.0,0.07
4634,0.77,0.0,0.07
4635,0.76,0.01,0.06
4636,1.32,0.02,0.06
4637,0.71,0.08,0.07
4638,0.74,0.18,0.09
4639,0.73,0.3,0.1
4640,0.77,0.41,0.11
4641,0.77,0.52,0.12
4642,1.37,0.6,0.12
4643,0.82,0.67,0.12
4644,0.82,0.68,0.12
4645,0.79,0.66,0.11
4646,1.14,0.61,0.11
4647,0.95,0.52,0.12
4648,1.23,0.45,0.11
4649,2.78,0.18,0.11
4650,1.02,0.12,0.11
4651,1.17,0.02,0.11
4652,2.03,0.02,0.1
4653,1.4,0.0,0.1
4654,0.83,0.0,0.1
4655,1.42,0.0,0.08
4656,0.78,0.0,0.08
4657,0.7,0.0,0.07
4658,0.74,0.0,0.07
4659,0.71,0.01,0.06
4660,0.9,0.01,0.07
4661,0.7,0.02,0.08
4662,0.55,0.03,0.1
4663,0.54,0.06,0.11
4664,0.54,0.04,0.12
4665,0.51,0.09,0.12
4666,1.19,0.09,0.13
4667,0.61,0.1,0.13
4668,0.63,0.13,0.13
4669,1.41,0.17,0.13
4670,0.79,0.11,0.12
4671,1.21,0.09,0.12
4672,1.37,0.05,0.12
4673,0.76,0.04,0.11
4674,0.74,0.08,0.11
4675,3.12,0.03,0.11
4676,0.85,0.01,0.1
4677,0.74,0.0,0.1
4678,0.79,0.0,0.09
4679,1.41,0.0,0.08
4680,0.56,0.0,0.07
4681,0.54,0.0,0.06
4682,0.59,0.0,0.05
4683,0.86,0.0,0.05
4684,0.9,0.01,0.05
4685,0.55,0.02,0.05
4686,0.56,0.03,0.08
4687,2.18,0.03,0.1
4688,1.83,0.12,0.1
4689,2.52,0.11,0.11
4690,0.94,0.14,0.11
4691,1.95,0.19,0.11
4692,1.73,0.13,0.11
4693,3.16,0.12,0.1
4694,0.71,0.09,0.1
4695,0.66,0.08,0.1
4696,2.52,0.06,0.1
4697,3.53,0.05,0.1
4698,1.04,0.03,0.1
4699,0.81,0.0,0.1
4700,1.74,0.0,0.1
4701,1.92,0.0,0.1
4702,1.33,0.0,0.1
4703,1.31,0.0,0.09
4704,0.71,0.0,0.09
4705,0.59,0.0,0.08
4706,0.59,0.0,0.07
4707,0.6,0.0,0.07
4708,1.14,0.0,0.06
4709,0.55,0.02,0.07
4710,0.59,0.04,0.09
4711,0.57,0.05,0.11
4712,1.12,0.08,0.11
4713,1.15,0.06,0.12
4714,1.87,0.07,0.12
4715,0.75,0.09,0.12
